Segment ID|Station ID|Station Description|Start Date|Start Time|Start Depth|End Date|End Time|End Depth|Submitting Entity|Collecting Entity|Monitoring Type|Composite Category|Composite Type|Parameter Name|Parameter Code|GTLT|Value|RFA/Tag ID|Station Latitude|Station Longitude|Comments
1502|12517|TRES PALACIOS CREEK AT FM 456||||04/29/1998|10:15|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)|00061||20|R180531|28.9281|-96.171178|WATER MUDDY BROWN.  CLOUDY SKY, COOL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||04/29/1998|10:15|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||1110|R180531|28.9281|-96.171178|WATER MUDDY BROWN.  CLOUDY SKY, COOL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (METERS)|00078|>|0.3|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||04/29/1998|10:15|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||7.8|R180531|28.9281|-96.171178|WATER MUDDY BROWN.  CLOUDY SKY, COOL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||04/29/1998|10:15|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW SEVERITY:1=No Flow,2=Low,3=Normal,4=Flood,5=High,6=Dry|01351||3|R180531|28.9281|-96.171178|WATER MUDDY BROWN.  CLOUDY SKY, COOL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||04/29/1998|10:15|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW MTH 1=GAGE 2=ELEC 3=MECH 4=WEIR/FLU 5=DOPPLER|89835||1|R180531|28.9281|-96.171178|WATER MUDDY BROWN.  CLOUDY SKY, COOL.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TEMPERATURE, WATER (DEGREES CENTIGRADE)|00010||29.6|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)|00061||7|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||1610|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||OXYGEN, DISSOLVED (MG/L)|00300||8.3|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||8.2|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW SEVERITY:1=No Flow,2=Low,3=Normal,4=Flood,5=High,6=Dry|01351||3|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456|06/30/1998|10:40|0.3|07/01/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR MIN. (MG/L) MIN. 4 MEA|89855||5.8|R185821|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/10/1998|12:50|0.15|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW MTH 1=GAGE 2=ELEC 3=MECH 4=WEIR/FLU 5=DOPPLER|89835||1|R180798|28.9281|-96.171178|WATER CLEAR GREEN.  PARTLY CLOUDY SKY.  SE WIND 25-30 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456|08/18/1998|10:10|0.3|08/19/1998|10:00|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR MIN. (MG/L) MIN. 4 MEA|89855||5.4|R185820|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|08/18/1998|10:10|0.3|08/19/1998|10:00|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR MAX. (MG/L) MIN. 4 MEA|89856||6.4|R185820|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|08/18/1998|10:10|0.3|08/19/1998|10:00|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR AVG. (MG/L) MIN. 4 MEA|89857||5.9|R185820|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|08/18/1998|10:10|0.3|08/19/1998|10:00|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, # OF MEASUREMENTS IN 24-HRS|89858||144|R185820|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|06/30/1998|10:40|0.3|07/01/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR MAX. (MG/L) MIN. 4 MEA|89856||7.1|R185821|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|06/30/1998|10:40|0.3|07/01/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR AVG. (MG/L) MIN. 4 MEA|89857||6.4|R185821|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|06/30/1998|10:40|0.3|07/01/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, # OF MEASUREMENTS IN 24-HRS|89858||144|R185821|28.9281|-96.171178|24H DO READINGS--DAY 1 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|07/01/1998|10:40|0.3|07/02/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, # OF MEASUREMENTS IN 24-HRS|89858||144|R185822|28.9281|-96.171178|24H DO READINGS--DAY 2 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|07/01/1998|10:40|0.3|07/02/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR MIN. (MG/L) MIN. 4 MEA|89855||6.1|R185822|28.9281|-96.171178|24H DO READINGS--DAY 2 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|07/01/1998|10:40|0.3|07/02/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR MAX. (MG/L) MIN. 4 MEA|89856||7.7|R185822|28.9281|-96.171178|24H DO READINGS--DAY 2 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456|07/01/1998|10:40|0.3|07/02/1998|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|DIEL SAMPLING|Time||DISSOLVED OXYGEN, 24-HOUR AVG. (MG/L) MIN. 4 MEA|89857||6.7|R185822|28.9281|-96.171178|24H DO READINGS--DAY 2 OF DEPLOYMENT
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TEMPERATURE, WATER (DEGREES CENTIGRADE)|00010||27.3|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)|00061||27.1|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (METERS)|00078||0.15|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||627|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||OXYGEN, DISSOLVED (MG/L)|00300||7.3|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||7.7|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW SEVERITY:1=No Flow,2=Low,3=Normal,4=Flood,5=High,6=Dry|01351||5|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||08/18/1998|10:10|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW MTH 1=GAGE 2=ELEC 3=MECH 4=WEIR/FLU 5=DOPPLER|89835||1|R185859|28.9281|-96.171178|SUNNY, NO CLOUDS.  NO BREEZE.  WATER TURBID & BROWN.  HIGH FLOW.  RECENT RAIN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TEMPERATURE, WATER (DEGREES CENTIGRADE)|00010||29.3|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)|00061||17.4|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (METERS)|00078||0.2|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||878|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||OXYGEN, DISSOLVED (MG/L)|00300||6.1|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||7.8|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/30/1998|10:30|0.61|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW MTH 1=GAGE 2=ELEC 3=MECH 4=WEIR/FLU 5=DOPPLER|89835||1|R185860|28.9281|-96.171178|SUNNY & CLOUDY.  WATER BROWN AND MUDDY.  SW BREEZE 5 MPH.
1502|12517|TRES PALACIOS CREEK AT FM 456||||07/02/1998|10:40|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TEMPERATURE, WATER (DEGREES CENTIGRADE)|00010||29.1|R185861|28.9281|-96.171178|NO FLOW DATA.  SUNNY, HOT, WATER MUDDY BROWN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||07/02/1998|10:40|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (METERS)|00078||0.22|R185861|28.9281|-96.171178|NO FLOW DATA.  SUNNY, HOT, WATER MUDDY BROWN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||07/02/1998|10:40|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||894|R185861|28.9281|-96.171178|NO FLOW DATA.  SUNNY, HOT, WATER MUDDY BROWN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||7.5|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||07/02/1998|10:40|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||OXYGEN, DISSOLVED (MG/L)|00300||6.8|R185861|28.9281|-96.171178|NO FLOW DATA.  SUNNY, HOT, WATER MUDDY BROWN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||07/02/1998|10:40|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||7.8|R185861|28.9281|-96.171178|NO FLOW DATA.  SUNNY, HOT, WATER MUDDY BROWN.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TEMPERATURE, WATER (DEGREES CENTIGRADE)|00010||27|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)|00061||279|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (METERS)|00078||0.2|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||260|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||OXYGEN, DISSOLVED (MG/L)|00300||5.8|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW SEVERITY:1=No Flow,2=Low,3=Normal,4=Flood,5=High,6=Dry|01351||5|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||DAYS SINCE PRECIPITATION EVENT (DAYS)|72053||0|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||06/23/1999|10:30|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW MTH 1=GAGE 2=ELEC 3=MECH 4=WEIR/FLU 5=DOPPLER|89835||1|R187090|28.9281|-96.171178|CLOUDY, SLIGHT RAIN, COOL, WINDY. NO TRAFFIC.  WATER MUDDY BROWN.  LCRA MONITORS COLLECTING SAMPLES.
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)|00094||983|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TEMPERATURE, WATER (DEGREES CENTIGRADE)|00010||21|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)|00061||15|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||TRANSPARENCY, SECCHI DISC (METERS)|00078||0.3|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||OXYGEN, DISSOLVED (MG/L)|00300||7.3|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||PH (STANDARD UNITS)|00400||8.1|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW SEVERITY:1=No Flow,2=Low,3=Normal,4=Flood,5=High,6=Dry|01351||3|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
1502|12517|TRES PALACIOS CREEK AT FM 456||||10/07/1999|10:10|0.3|TEXAS COMMISSION ON ENVIRONMENTAL QUALITY|TCEQ REGIONAL OFFICE|Routine - Monitoring not intentionally targeted toward any environmental condition or event|||FLOW MTH 1=GAGE 2=ELEC 3=MECH 4=WEIR/FLU 5=DOPPLER|89835||1|R187231|28.9281|-96.171178|CLEAR & COOL, WATER GREEN WITH GOOD FLOW.  LARGE AMOUNTS OF INSTREAM DEBRIS (COUCH, REFRIGERATOR, TIRES).
